2026-02-03 00:12:44.210 [warning] Running on the desktop; workspaceId=a4c1b0650f9941215db75eefa4ec0198; storageUri=vscode-userdata:/home/david/.config/Code/User/globalStorage/ms-vscode.remote-repositories
2026-02-03 00:12:44.230 [info] [ GHPR] Not currently installed or enabled; waiting...
2026-02-03 00:12:44.230 [info] [ VSCodeEdu ] Not currently installed or enabled; waiting...
2026-02-03 00:13:56.357 [warning] Running on the desktop; workspaceId=621e069c2f8c2fef901ab98cfb7864aa; storageUri=vscode-userdata:/home/david/.config/Code/User/globalStorage/ms-vscode.remote-repositories
2026-02-03 00:13:56.370 [info] [ GHPR] Not currently installed or enabled; waiting...
2026-02-03 00:13:56.370 [info] [ VSCodeEdu ] Not currently installed or enabled; waiting...
2026-02-03 00:13:56.380 [info] [    2] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.042 [info] [   26] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/extensions.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.042 [info] [   27] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/extensions.json)
2026-02-03 00:13:58.042 [info] [   27] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/extensions.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.042 [info] [   28] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.042 [info] [   28] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.043 [info] [   29] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.043 [info] [   29] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.043 [info] [   30] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.043 [info] [   30] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.043 [info] [   31] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.044 [info] [   31] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.044 [info] [   32] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.044 [info] [   32] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.044 [info] [   33] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.044 [info] [   33] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.045 [info] [   34] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.045 [info] [   34] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.045 [info] [   35] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.045 [info] [   35] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.046 [info] [   36] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.046 [info] [   36] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.046 [info] [   37] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.046 [info] [   37] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.046 [info] [   38] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.047 [info] [   38] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.047 [info] [   39] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.047 [info] [   39] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.047 [info] [   40] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.047 [info] [   40] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.048 [info] [   41] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.048 [info] [   41] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.053 [info] [   42] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.054 [info] [   42] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 1 ms (Provider query took 1 ms)
2026-02-03 00:13:58.055 [info] [   43] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.055 [info] [   43] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.059 [info] [   44] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.059 [info] [   44] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.059 [info] [   45] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.059 [info] [   45] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.059 [info] [   46] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.059 [info] [   46] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.060 [info] [   47] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.060 [info] [   47] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.060 [info] [   48] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.060 [info] [   48] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.060 [info] [   49] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.060 [info] [   49] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.065 [info] [   50] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.065 [info] [   50] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.065 [info] [   51] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.066 [info] [   51] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.066 [info] [   52] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.066 [info] [   52] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.066 [info] [   53] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.066 [info] [   53] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.067 [info] [   54] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.067 [info] [   54] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.067 [info] [   55] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.067 [info] [   55] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.067 [info] [   56] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.067 [info] [   56] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.068 [info] [   57] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.068 [info] [   57] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.068 [info] [   58] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.068 [info] [   58] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.068 [info] [   59] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.068 [info] [   59] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.069 [info] [   60] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.069 [info] [   60] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.069 [info] [   61] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.069 [info] [   61] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.069 [info] [   62] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.069 [info] [   62] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.070 [info] [   63] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.070 [info] [   63] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.070 [info] [   64] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.070 [info] [   64] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.070 [info] [   65] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.070 [info] [   65] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.071 [info] [   66] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.071 [info] [   66] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.071 [info] [   67] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.071 [info] [   67] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.071 [info] [   68] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.071 [info] [   68] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.072 [info] [   69] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.072 [info] [   69] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.072 [info] [   70] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.072 [info] [   70] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.072 [info] [   71] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.073 [info] [   71] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.073 [info] [   72] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.073 [info] [   72] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.073 [info] [   73] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.073 [info] [   73] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.079 [info] [   74] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.080 [info] [   74] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.080 [info] [   75] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.080 [info] [   75] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.081 [info] [   76] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.081 [info] [   76] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.082 [info] [   77] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json)
2026-02-03 00:13:58.082 [info] [   77] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/settings.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.082 [info] [   78] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.082 [info] [   78] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.082 [info] [   79] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json)
2026-02-03 00:13:58.082 [info] [   79] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/tasks.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.083 [info] [   80] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.083 [info] [   80] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.083 [info] [   81] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json)
2026-02-03 00:13:58.083 [info] [   81] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/launch.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.086 [info] [   82] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.086 [info] [   82] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.086 [info] [   83] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json)
2026-02-03 00:13:58.086 [info] [   83] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.vscode/mcp.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.135 [warning] [   12] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.github/agents) took 1751 ms (Provider query took 1647 ms)
2026-02-03 00:13:58.135 [warning] [   15] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.git/config) took 1751 ms (Provider query took 1647 ms)
2026-02-03 00:13:58.135 [warning] [   14] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.git/config) took 1751 ms (Provider query took 1647 ms)
2026-02-03 00:13:58.144 [info] [   84] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.github/chatmodes)
2026-02-03 00:13:58.145 [info] [   84] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.github/chatmodes) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.145 [info] [   85] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.devcontainer/devcontainer.json)
2026-02-03 00:13:58.146 [info] [   85] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/.devcontainer/devcontainer.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.146 [info] [   86] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.devcontainer/devcontainer.json)
2026-02-03 00:13:58.146 [info] [   86] fs.stat(vscode-vfs://github/DACDParis/dotfiles/.devcontainer/devcontainer.json) took 0 ms (Provider query took 0 ms)
2026-02-03 00:13:58.146 [info] [   87] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/pom.xml)
2026-02-03 00:13:58.147 [info] [   87] fs.readFile(vscode-vfs://github/DACDParis/dotfiles/pom.xml) took 0 ms (Provider query took 0 ms)
